FID,LSOA21CD,GlobalID,x,y
153,E01003187,0f67b561-3d7d-436f-8296-6b1537c045c7,-0.108090766,51.4742208
154,E01004415,2d291633-9819-4f61-aaf5-ae03948264b0,-0.008603989,51.61884539
155,E01001091,fab48e8e-2b7e-472a-873c-bc646e67b52e,-0.123331746,51.40241194
156,E01024632,5e8974df-b671-46b7-a4d2-c7af04a718b3,0.718045845,51.33663887
157,E01002119,7fd74dad-a47f-437c-8332-a57c8388f4a9,-0.278730621,51.60733769
158,E01020324,1313979a-7fcf-49c9-b2fa-36321acc8702,-4.117050194,50.59605025
159,E01017218,06a0002a-0c32-455d-969a-d1f28ecdfb78,-1.366501116,50.90644098
160,E01009417,93986b8f-52cd-43b8-b5c1-2f60df76aa2e,-1.849142596,52.59256718
161,E01032781,b05f7cdb-0361-413e-a68e-d3d9be33e03a,-0.026436337,51.49985539
162,E01003104,2a1f91a9-4459-45b4-b9db-3fffc093e9dd,-0.121855426,51.48032775
163,E01001614,2562a57e-e4fd-4af0-b51b-619f727508ac,0.081491831,51.45362905
164,E01004592,b6d80670-d80e-48a6-8ac7-ef01dbf83146,-0.157546004,51.46776051
165,E01001832,b5312e6c-677e-4df7-a4b4-7d4d849136af,-0.071505383,51.5580336
166,E01003920,4b3638ec-958a-468d-b8d8-18d02a9e354b,-0.094930958,51.47778037
167,E01031824,6a17a65c-601a-469f-94b4-018c831edcf9,-0.385769434,50.82991485
168,E01019004,80731779-ea16-4c4f-b0e0-2f629ad28134,-5.549626461,50.10118706
169,E01030544,f3c90a68-2fae-403b-ab26-7c9238042541,-0.325745584,51.19563134
170,E01009521,bfd93470-d6b5-4ba9-ad55-98495b39e04e,-1.806535491,52.46756639
171,E01009406,b9907954-130b-4569-8a0b-8126adb6eda2,-1.857845779,52.53195261
172,E01001968,b7104a80-178f-43a3-91c9-3c6d5aedfe21,-0.142626436,51.59580539
173,E01024496,c6d830b0-8e6d-4f21-8ae8-00bd2bdf08fc,1.18128275,51.09567541
174,E01024731,b758ebf8-a5c3-41b1-8975-50985755e06f,0.281907343,51.22019095
175,E01020944,b7fe2b22-1615-448c-9cab-7469616fac91,0.257847584,50.77037799
176,E01020233,76060315-adcf-4580-aa44-953d0d7aa44d,-3.477738627,50.56701707
177,E01001052,1c69a690-c6d3-4d7d-883b-2be26488a27e,-0.017995467,51.35769964
178,E01014863,a982f10c-3a1d-4755-b37e-03c8c9fb29a1,-2.535871523,51.59006428
179,E01022769,cabbb428-c476-4022-8517-a8331dd2443f,-1.153083373,50.84938476
180,E01003724,d7bc244d-a601-4a26-83fa-26529ca58f78,0.098389826,51.61253679
181,E01032037,8d205ad4-c366-4a3c-9ec7-77187fa2d53f,-2.2663745,51.09180697
182,E01033214,fffc8f39-6e8e-488b-81a1-f9f4891b0bc6,1.158803315,51.11183627
183,E01022885,dfcde0b1-60c4-40ad-8deb-abdc6604c85e,-0.952414698,51.28297392
184,E01023270,27031886-6a9f-4e5f-bead-67160be76bca,-1.328004331,51.06490625
185,E01015182,e244b6d5-f38b-4d09-964d-cd75bfe6d9ba,-4.120891437,50.36795011
186,E01003067,cb259c40-5598-4ef3-9c6a-9d3cc3e189a0,-0.088617177,51.42874201
187,E01003780,6ca4b598-d2db-470c-9f70-f82232c4fd1f,0.015926154,51.59173135
188,E01035715,b6a3dab7-3c48-4272-80c1-0186a2e4e9b7,-0.186562381,51.52477093
189,E01001176,015d72d1-b7a6-45d0-a064-629d09a23d11,-0.117582287,51.39170036
190,E01016569,b5f2ef76-af38-4c54-96e1-838f9433de13,-0.633181958,51.49728856
191,E01020423,d98ab4b1-d026-45d5-92c8-133e1c6c04c4,-1.881045749,50.82443477
192,E01016955,f3fb504e-569d-4a2d-aafb-e117bb9724a8,-0.150948962,50.82309093
193,E01022797,adb168e4-d13d-4ce2-8562-b82be1394c3b,-1.141960839,50.79014533
194,W01001585,df9d1950-64cd-42d4-a8fd-18c989951e27,-2.685546153,51.64393445
195,E01001999,94dadc28-5699-43c6-b4d2-5affc6aa605b,-0.101017981,51.58239953
196,E01004264,827e4b26-33ba-40c9-803e-cffa83ba0d7f,-0.039420509,51.52143185
197,E01000271,2316c4e2-3cd8-409d-b7df-66274038d6ea,-0.177219097,51.63841625
198,E01016103,0f4dad29-0466-4fdb-ba5f-ad5e64868151,0.613234213,51.35836592
199,E01024669,8001ba79-a803-4559-9e55-38408b7cc768,1.422356883,51.3395314
200,E01004183,a36222cb-3935-477b-8f42-2e77e060756f,-0.174248332,51.38572969
201,E01024721,3674dc72-0453-49d7-b922-f8edb25dfc56,0.506177946,51.33336758
202,E01029037,226cf473-e9d6-42e7-8907-2b00dba48f25,-2.324055518,51.22405659
203,W01001563,b2cc735d-c637-40dc-9871-cb8ac5bca9c3,-3.091174567,51.8276233
204,E01015114,5f0a536a-b2de-4e6f-806a-503d1683721f,-4.055863315,50.38525724
205,E01017107,5d6f9926-4d7f-4a3d-82cc-b4f6142bb182,-1.079893004,50.81920028
206,E01004248,41475e63-78cb-4f86-b683-1dedbbe19163,-0.011314021,51.51969996
207,W01000476,47dbb984-30fa-4b3c-80a7-e29d4f0c413e,-3.146980791,52.56328792
208,E01021030,bc597155-61cb-495f-87fa-b1c4be309015,-0.032011998,50.8014117
209,E01015049,62109151-50f7-4f38-909b-7915ec83af21,-4.139170369,50.38157962
210,E01002474,a65514cf-7165-4a75-adfb-f1d64f9568bb,-0.418839076,51.60553668
211,E01004276,6e27eb3d-3eb9-4d8d-b731-a3182a0dd866,-0.016774557,51.48683715
212,E01022987,670ebf48-3c97-4068-be9d-0c0ecc6c00dc,-1.651842856,50.74159126
213,E01030952,a85ff412-cc1d-40d6-9c8f-6f99f18003ca,-0.582531829,51.3213436
214,E01003335,85175108-096b-44e6-a186-07a644c6dc8d,-0.046144052,51.42743386
215,E01020963,09ad71af-6ee8-4f8a-8b64-1d6885042b1a,0.270829582,50.77930709
216,E01031363,9e7a1b89-b56d-4b54-8fa8-4f3eb781da33,-0.33824424,50.82635788
217,E01016556,fd6c7b63-14fd-4f9b-aec9-d950b667f1e6,-0.640568206,51.47564916
218,E01020285,103e4f68-008d-4344-80ac-4b0ae7bbe068,-4.219570974,51.01294402
219,E01034146,6b18a754-e72c-4ac5-b7c2-e6a86a5f67b1,-0.11598821,51.3739368
220,E01003729,dcdd8893-943c-478b-95d2-45d22e09d748,0.072376267,51.55187826
221,E01031650,998d00c9-e2e2-4da9-99b3-beaba5cd5371,-0.319721382,51.08735767
222,E01000389,bcd3627a-af93-483d-a132-50a65049cd89,0.127105399,51.45731713
223,E01002388,aebc7d22-962f-4a86-8857-89dfb891698f,0.250252953,51.54840702
224,E01016195,a73a1799-199d-4b2f-a7c3-59fb63660763,-0.78916855,51.34926358
225,E01004699,53150247-72f3-497d-bd5c-e0c4109665d4,-0.189572287,51.5140261
226,E01033880,6434e69b-930e-40b1-a6d7-b6513ccfc568,-0.075203813,51.48551646
227,E01000069,dfb2b88b-f389-48e0-9589-0fcdb8f1934f,0.099257552,51.54296289
228,E01022680,7d729c67-a3e2-4eb9-8fb3-ef0d3ac9e04a,-1.383982711,50.9721263
229,E01014458,a1d280cb-f444-4450-a62b-af84f429de7a,-2.400545608,51.37309551
230,E01033710,23b931f2-ff12-4230-9d49-d89c3119a3d9,-0.048461495,51.56393425
231,E01003437,e2702f93-5860-4cff-98ec-fa6b47f3f070,-0.179824113,51.39408276
232,E01031822,d4cc790b-da31-437e-97be-b97b1c930b49,-0.388301149,50.83512311
233,E01015562,b18b037b-76ec-4452-8256-dec8576f385d,-1.831841998,51.57888804
234,E01016676,f1460c75-f075-475d-86a3-ee71fbf59f54,-0.865025971,51.50114628
235,E01023186,32fcec1c-d99e-4dea-8e2c-93706b3b3921,-1.500405214,51.20394464
236,E01015133,aa95fd50-27f1-406a-87f0-1a9209ee9a54,-4.073840759,50.36116148
237,E01030911,39800d51-2f1b-4cae-9aec-0d131efc8354,-0.608312719,51.20009664
238,E01034933,4d39467b-dbbc-448e-96e0-3912c5c4b918,-1.857965879,52.48934325
239,E01031444,03c147b6-5139-4110-a001-28e4072ebe6b,-0.677679474,50.78890142
240,E01001790,fbab53b6-299f-48c9-ac65-00360b340f4b,-0.033660443,51.55276094
241,E01003820,dd6e7fbc-6d6b-4982-b5ba-22acd5ab76da,-0.314777148,51.43276237
242,E01024472,d55bf14a-b761-44a5-bd12-087fc370af8e,0.186461496,51.39550364
243,E01023254,1c6cf01b-0237-4b19-a90a-21f8d2f0cb8d,-1.315205024,51.07074776
244,E01031837,11f3989a-8f26-48de-b4c5-d2fe7e37c68f,-0.392228901,50.81968819
245,E01024232,378dbfe0-c66c-4758-8b0c-a225567d04df,1.396707591,51.18547716
246,E01034936,8b50c1a7-45c8-4973-afdf-d1f53f83d2dc,-1.922703727,52.4631867
247,E01035316,eeb2dbf0-e005-4f36-8ee2-17cdbd62f82e,1.382784953,51.3898289
248,E01002184,9b7a10d3-9624-4e51-8874-333c70e6ce7d,-0.326678755,51.59598406
249,E01033380,b1ed8b18-4b88-4204-9dad-3fca8a871fa7,-1.104955137,50.7944924
250,E01004635,6297e223-c52d-4cd0-8f4f-05f7e761340d,-0.21533915,51.44309093
251,E01014873,22350043-f199-4535-ab9b-76f1e2154a95,-2.544794381,51.52403087
252,E01001984,b74881f6-b97a-4378-bcd2-237ec880db7d,-0.129686778,51.57504601
253,E01030358,632b6cca-c608-40cc-8b40-5f000b29fda4,-0.414430373,51.38817423
254,E01032064,9893aa14-b34b-4639-869b-1b22ea8d3646,-2.128615269,51.3825037
255,E01003644,849dcf10-ff57-47cd-b4bb-71f4e5cd92e6,0.078028434,51.57617072
256,E01000662,3d9f582c-9fc6-4743-aa8b-95331d773c9c,0.048559151,51.38811638
257,E01002994,8833c588-3c12-49cb-9feb-648e5276cfcd,-0.303216599,51.38106609
258,E01034198,10d4abbf-e1ab-4ef7-93ad-542a386a7bcc,0.047854791,51.49374373
259,E01016200,d220c6ca-a951-435e-be92-ed306c900d37,-0.734410144,51.39329569
260,W01001450,a37389ca-a0bc-480c-b06b-63f6b690723f,-3.183245264,51.74269523
261,E01014456,28568fce-1845-4c0c-8b84-8e036b2066f5,-2.391933619,51.36781263
262,E01021137,d2dde03c-a1ea-408a-bd65-34dab993b53b,0.46197913,50.85978787
263,E01030352,e0ce6f9a-5713-4378-a802-9738b33d9601,-0.338393891,51.38886076
264,E01021200,df5dba78-9297-4973-9768-732802473457,0.242977782,50.93228789
265,E01001428,ab0b0f4f-a7ac-4055-82ee-b86b4d259919,-0.067863412,51.62168543
266,E01034395,7c066c8e-7133-41e3-82cb-560f71db84fa,-0.016346453,51.46431273
267,E01032670,05f4d348-6b1d-4807-baac-88ec9f988d11,-2.92482994,51.34915763
268,E01033784,37494f13-7e55-4367-9ace-cd6a1f85d34f,0.223141808,51.59308904
269,E01018944,99dff50e-fcdf-4898-9d07-f6405f79913c,-4.75979515,50.44215721
270,E01021113,bd2ec348-14c4-4856-b362-607122b261b8,0.477036377,50.85306871
271,E01031843,cd1ec495-323a-4c65-b2ed-8618add3b47b,-1.601245927,51.37957144
272,E01024809,3b151691-649b-4d06-9d0e-f6796cbcfc1e,0.561902971,51.02646684
273,E01030705,3849abf1-4812-4906-9e90-8f846de7ff50,-0.455284114,51.42661854
274,E01001154,3628b5a4-1b15-4b3b-9e9a-c7099a43582c,-0.092993873,51.39897691
275,E01002523,efb6145a-4537-4be8-a0e8-159594116d82,-0.484022012,51.54017199
276,E01024811,09ef0653-7214-4b39-83d2-e74cd362597b,0.388308705,51.1759181
277,E01034032,767fffed-336f-454c-ada7-540e1ea87fd3,-0.310281116,51.48681867
278,E01033938,5ee55c6f-3f34-4c6b-b821-0559671cba34,-0.267880851,51.53278416
279,E01023088,b6243138-6d79-4d78-8fd5-97e132039c6f,-1.506996112,50.91999361
280,E01001704,328f4662-40a0-4c6a-b22c-39c7c7db4f68,0.075986171,51.47981458
281,E01030762,84293ede-8ed3-44b3-846f-5bd329f91db9,-0.63469163,51.3275008
282,E01003761,1a6ed561-7c9c-4454-ac3c-2d6b968ea7d5,0.039424963,51.60052941
283,E01009448,76373690-ed1f-4f86-a783-c579598045bd,-1.784949654,52.56460929
284,E01030488,ff9f2051-9fe1-4ae6-b1f0-fd3bd199181e,-0.589685776,51.2644464
285,E01016285,04ede195-8451-4c61-8dd9-afe79d96bacd,-1.230843079,51.48157506
286,E01016393,f4c362d9-1c5e-49b9-8062-573c66e910a4,-0.989479474,51.44693823
287,E01029149,4f93eb32-482e-4bdd-b555-72cfcbc3c58c,-2.895279797,51.22679379
288,E01020387,25dfd451-4f11-455b-9179-42a6a9c1b468,-2.014589636,50.76037705
289,E01024536,e92d5ea8-5908-4d02-a88b-24f39de82e7d,1.027246744,51.07906547
290,E01003145,9399450c-a2fa-44cf-9542-208118916c08,-0.131411643,51.41850375
291,E01015056,fe55b392-a551-4189-b06d-9029ff29a722,-4.101569144,50.38612276
292,E01000160,fd104034-2ccc-4551-987e-382686cbbb72,-0.146930168,51.6149617
293,E01031656,0eaefca1-9359-49ee-bc4a-e2c5d131a77d,-0.319856819,51.06150675
294,E01018973,fba27d25-e14d-42c8-8ed5-5a438b34d873,-4.824856059,50.5150804
295,E01002342,de4961e4-1ded-418f-9d4e-988e715648dc,0.20183104,51.51972979
296,E01014790,ca616219-1058-4618-b5b4-7d4f481d00df,-2.768318554,51.48960592
297,E01014805,30293bfc-4f14-4ea1-9377-09c6ea7497d8,-2.962008848,51.31859717
